"communityname","state","fold","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","PctKidsBornNeverMar","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccMedVal","RentMedian","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","murdPerPop","rapesPerPop","robbbPerPop","assaultPerPop","burglPerPop","larcPerPop","autoTheftPerPop","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop","rip","midwest","south","northeast","west"
"Eunicecity","LA",1,11162,2.8,26.96,72.26,0.4,0.78,15.43,26.03,12.04,12.78,0,14874,62.83,0.8,20.56,33.58,18.81,11.52,19434,9048,3617,6319,39010,29572,7060,38.27,23.94,44.84,10.82,13.93,42.8,7.98,30.42,14.6,23.57,8.97,25.84,12.76,3.32,67.27,62.57,68.65,66.57,50.91,50.89,5.78,0,0,0,28,0,0,0,0.06,65.56,2.4,9,6.59,2.74,2.68,2.86,63.1,7.17,40.73,3,410,90.68,64.53,7.32,47.8,1963,14.35,0.64,39100,165,261,28.6,23,15.3,0,0,0.22,93.09,62.57,89.93,98.48,4.8,2323.5,0.78,0,17.4,78.28,1391.67,1852.66,2583.28,278.33,8.7,1487.35,4722.97,2,0,1,0,0
"Laredocity","TX",1,122899,3.84,0.12,70.83,0.38,93.87,19.93,33.12,16.79,7.32,100,18395,79.18,1.17,18.24,22.73,16.71,7.95,19910,7674,2922,5577,13361,5195,6331,37.29,36.26,51.16,11.63,11.24,51.36,5.4,23.07,14.83,21.99,6.18,32.64,10.95,4.16,75.51,67.71,84.14,75.33,48.23,52.73,2.8,14.07,21.62,29.66,39.74,3.43,5.27,7.23,9.68,8.15,21.64,21.34,18.23,3.78,3.95,3.54,61.58,26.43,53.73,2,1969,94.21,58.96,6.4,42.25,1972,12.42,2.11,52500,245,315,27.6,22.6,12.8,4,0,24.37,67.12,60.11,86.08,91.7,34.1,3608.7,3.55,13.75,4.58,106.72,564.37,1126.13,4089.41,680.91,52.38,689.42,5948.83,2,0,1,0,0
"Amsterdamcity","NY",1,20714,2.36,1.46,93.15,0.56,11.61,11.35,23.13,11.19,21.15,0,22166,65,0.32,47.13,43.79,7.08,21.6,29893,12228,15778,0,15243,6326,7427,13.5,12.54,31.33,12.33,8.97,52.65,23.6,25.83,19.07,22.91,9.34,29.7,11.8,2.96,65.74,62.69,67.57,70.4,59.49,69.23,3.28,10.56,18.96,21.6,25.28,0.64,1.14,1.3,1.53,78.98,2.49,4.07,2.62,2.33,2.45,2.21,53.56,1.79,36.94,3,713,92.49,50.94,2.1,59.05,1939,6.72,0.66,71000,240,337,24.7,18.6,14.5,2,0,6.03,81.86,61.42,85.56,93.76,6.2,3353.7,2.6,0,14.98,14.98,19.97,639.11,1567.81,84.88,38.26,49.93,2330.06,3,0,0,1,0
"Gorhamtown","ME",1,11856,3.03,0.37,98.84,0.4,0.45,20.11,31.45,19.01,8.63,33.1,36618,83.22,1.2,51.29,22.01,4.56,14.76,40809,14119,10291,9093,11443,18000,6328,4.05,3.9,13.97,26,5.73,67.68,14.71,28.53,13.59,28.01,7.33,32.57,10.65,3.15,80.48,78.23,94.1,77.23,70.68,78.54,0.72,2.61,4.9,14.05,18.95,0.07,0.13,0.36,0.49,95.94,0.24,3.62,2.78,2.77,2.9,2.27,83.55,1.2,38.37,3,134,96.69,79.89,0,42.54,1968,1.17,0.71,119800,452,526,28,23.5,12.6,0,0,2.58,71.76,51.97,79.39,91.47,52.5,225.9,0.88,0,0,0,16.72,284.28,568.56,66.89,0,16.72,919.73,3,0,0,1,0
"RockSpringscity","WY",1,19050,2.67,1.17,94.31,0.96,7.46,15.43,26.48,11.73,8.64,0,34372,83.58,1.11,40.93,20.87,5.74,12.84,41095,15066,9288,12726,11497,8657,9016,8.87,5.6,17.5,14.84,5.13,67.09,7.72,19.53,14.84,21.27,11.57,25,12.21,3.22,78.88,77.97,85.49,86.8,59.43,68.72,1.06,0,0,0,3.06,0,0,0,0.05,93.22,0.61,5.33,3.73,2.65,2.81,2.31,71.4,2.83,46.05,3,929,88.47,67.27,7.53,52.42,1972,3.51,0.81,71800,282,348,19,17.5,11.3,5,0,1.72,48.45,54.59,83.65,89.98,19.1,998.4,5.76,4.92,68.92,29.54,546.45,1048.59,4342.05,374.14,0,649.83,5764.78,4,0,0,0,1
"Oakdalecity","CA",1,11961,2.71,0.24,88.57,1.11,17.04,13.37,26.84,13.03,12.98,0,27230,73.45,1.88,33.34,28.75,13.22,18.4,30357,12334,17759,17930,8531,8032,8180,12.63,12.32,30.95,9.97,10.34,54.22,19.74,18.37,17.94,18.21,12.03,24.17,16.32,3.12,70.31,67.82,80.88,74.89,54.16,61.73,2.51,14.24,20.59,30.64,37.7,1.16,1.68,2.5,3.08,86.3,3.08,5.56,4.07,2.67,2.62,2.73,55.37,7.42,49.8,3,185,95.98,56.37,1.08,21.08,1972,3.3,0.11,108900,395,472,28.7,21.4,12.4,11,0,8.16,62.95,39.82,76.72,94.06,4.2,2853.3,0,0,28.91,50.6,267.46,1163.8,3628.74,368.66,93.97,346.97,5255.17,4,0,0,0,1
"Hendersoncity","NC",1,15655,2.6,52.88,46.59,0.19,0.54,14.42,26.09,12.94,15.02,0,18499,75,0.69,24.1,34.68,13.17,14.45,21753,15763,6624,2500,34000,5120,6614,24.07,21.8,43.91,11.92,7.91,57.23,32.28,20.54,28.7,19.28,11.55,33.05,16.06,3.1,49.68,42.97,50.51,49.82,66.97,75.86,9.53,11.6,26.52,26.52,37.02,0.13,0.31,0.31,0.43,96.9,0.68,6.31,4.4,2.54,2.46,2.63,50.62,5.05,46.78,3,429,93.34,52.29,4.9,45.45,1960,12.61,1.45,50800,180,316,29.5,18.5,13.9,0,0,1.15,81.21,57.15,86.06,91.66,7.3,2134,0.11,36.77,18.38,447.33,1268.46,3848.28,6893.8,625.04,61.28,1770.94,11428.4,2,0,1,0,0
"Norcocity","CA",1,23302,4.17,7.95,82.42,1.36,19.55,14.06,30.74,14.58,4.44,100,51594,88.74,2.55,38.24,17.3,5.92,12.75,52659,16771,4590,6108,12843,9406,9872,5.34,4.93,24.25,10.32,5.1,48.14,21.21,14.52,14.49,23.72,8.43,42.59,12.03,3.49,82.9,75.36,88.3,80.68,48.57,57.79,3.46,6.76,16.87,18.66,33.19,0.48,1.21,1.34,2.38,84.6,2.25,10.56,8.94,3.27,3.29,3.19,82.83,6.06,22.51,3,193,96.66,82.4,3.63,26.42,1970,2.5,0.24,203400,617,714,28.2,25.1,11.9,0,0,7.18,58.08,45.88,59.47,94.53,14.2,1641.4,0.27,4.04,16.15,117.11,472.5,1126.73,2237.3,1033.84,60.58,609.8,4458.45,4,0,0,0,1
"Greenvillecity","MS",1,45226,2.95,59.63,39.76,0.43,0.56,17.15,28.12,13.63,10.96,0,18060,71.26,0.58,20.33,30.07,18.48,11.31,23068,14683,5359,2400,11710,6929,4936,31.96,18.51,38.54,15.58,12.45,51.79,19.98,25.33,19,23.16,11.72,35.15,14.97,3.49,52.47,42.18,56.12,54.33,67.29,73.08,12.32,19.6,32.8,44.4,44.4,0.11,0.18,0.25,0.25,97.37,0.21,11.3,8.31,2.91,2.89,2.93,57.98,9.73,45.71,3,1170,92.91,58.32,12.14,37.26,1965,11.02,0.83,42500,207,332,32.3,21.1,15,6,0,0.55,84.59,59.55,88.62,93.77,27,1672.6,0.24,35.96,76.4,148.31,298.88,3921.35,5912.36,417.98,128.09,559.55,10379.78,2,0,1,0,0
"SanCarloscity","CA",1,26167,2.37,0.94,91.3,6.07,6.46,9.03,19.36,8.48,14.25,100,54658,77.85,0.52,62.49,25.65,2.52,18.84,63337,28647,27282,20295,23416,17992,20889,2.73,2.43,8.38,35.77,2.43,69.33,16.34,23.36,6.28,39.23,9.48,24.71,12.87,2.82,82.5,81.21,91.83,77.66,62.67,71,0.58,6.37,10.63,17.42,25.43,0.8,1.33,2.19,3.19,84,1.64,2.14,1.48,2.36,2.48,2.06,75.92,1.98,44.78,3,294,97.41,72.37,0.68,21.09,1957,0.56,0,407500,744,810,26.6,27.7,11.9,0,0,12.55,55.31,58.4,82.21,92.84,5.8,4486.8,3.98,3.54,3.54,85.06,113.41,542.25,2076.84,191.38,0,205.55,2810.47,4,0,0,0,1
"SanAngelocity","TX",1,84474,2.76,4.8,78.81,1.14,27.99,16.42,29.95,16.25,11.57,100,23534,76.93,2.24,37.05,27.01,6.25,14.14,27832,12578,6863,11822,7491,6391,6800,18.5,14.84,29.08,17.61,7.71,61.16,12.63,25.81,14.72,23.56,10.22,27.62,13.83,3.16,74.97,70.45,83.76,76.93,65.56,71.83,1.9,7.9,13.43,19.77,29.72,0.42,0.72,1.06,1.6,73.84,3.89,5.71,4,2.59,2.69,2.45,61.39,6.6,52.54,2,3958,88.57,59.21,1.64,34.69,1967,7.89,0.47,48300,302,365,25.4,20.2,13,240,1,5.38,69.08,45.39,73.13,87.74,49.6,1702.6,0.68,8.85,47.57,43.14,412.63,931.46,3687.11,192.49,46.28,512.19,4857.34,2,0,1,0,0
"Barbertoncity","OH",1,27623,2.49,5.26,94.08,0.29,0.33,13.24,25.31,12.11,15.24,100,21688,67.14,0.47,36.17,35.91,12.39,24.38,26443,10712,4962,5873,18690,583,9710,16.93,8.47,31.19,7.88,8.67,51.76,28.81,19.41,21.56,15.52,11.23,26.78,13.8,3.03,66.86,64.74,66.61,70.4,48.26,61.45,4.37,4.77,4.77,4.77,8.79,0.07,0.07,0.07,0.13,95.79,0.45,3.99,2.74,2.47,2.56,2.32,66.48,1.45,44.54,3,649,94.47,64.26,3.39,42.84,1949,5.1,0.48,44000,255,340,26.6,17,13.1,0,0,1.44,79.34,59.58,91.71,96.11,7.9,3513.5,1.91,0,25.08,78.84,630.69,738.19,3547.62,318.93,68.09,734.61,4672.83,1,1,0,0,0
"Pontiaccity","MI",1,71166,2.87,42.2,51.25,1.36,8.01,16.56,32.21,16.08,7.82,100,21962,72.63,0.11,20.23,23.85,22.07,16.66,25834,10927,8937,5787,5723,7811,7537,26.67,12.04,37.61,7.95,14.4,51.07,26.9,23.36,24.49,14.34,15.75,42.09,19.81,3.34,46.61,41.73,48.83,52.16,53.63,59.61,12.73,11.7,14.75,21.88,32.78,0.27,0.34,0.5,0.76,91.4,1.35,9.52,6.52,2.76,2.91,2.61,52.36,6.93,55.71,2,1816,93.17,49.73,12.83,37.78,1954,8.97,0.46,36300,362,436,30.5,17.2,14,132,3,2.31,66.2,51.8,86.51,92.67,20.7,3434.7,0.9,27.27,68.16,607.12,2038.09,2109.86,2818.88,1254.43,86.12,2740.64,6269.29,1,1,0,0,0
"Suffolkcity","VA",1,52141,2.82,44.58,54.68,0.38,0.61,13.7,25.39,11.57,11.94,74.94,26125,75.62,1.98,29.04,28.99,10.49,18.76,31379,15673,6978,13860,34126,7087,14522,17.28,17.59,36.09,12.26,7.06,57.9,21.98,22.32,19.26,22.3,9.99,27.96,11.88,3.21,67.53,59.27,73.73,67.93,62.31,70.29,8.21,10.62,16.63,32.33,38.8,0.09,0.14,0.27,0.32,97.01,0.31,6.44,4.99,2.78,2.8,2.73,68.27,3.41,34.4,3,1495,92.53,67.75,9.83,47.22,1967,10.47,4.04,70700,250,376,28.7,22.4,14.3,0,10,0.83,74.77,59.38,80.79,93.24,414.5,125.8,1.63,16.22,66.7,288.42,547.99,1164.49,3558.36,457.86,46.87,919.33,5227.58,2,0,1,0,0
"Martinsvillecity","VA",1,16162,2.36,36.84,62.7,0.2,0.37,12.16,22.94,10.7,17.94,0,22446,70.6,0.51,35.91,36.51,8.64,16.7,29604,17197,7929,49823,9822,15000,4595,15.61,18.52,37.05,15.82,5.68,57.4,43.8,18.11,30.35,23.08,11.15,28.44,15.14,2.95,59.28,53.26,53.45,64.04,70.45,77.01,7.8,4.23,4.23,38.03,45.07,0.04,0.04,0.33,0.4,96.59,0.51,4.18,2.76,2.35,2.44,2.2,63.12,2.44,47.1,3,471,93.56,60.67,5.52,47.35,1959,6.58,0.52,52700,255,320,23.7,18.9,13.2,17,3,0.88,74.95,61.23,81.36,92.68,11.4,1423.7,0,12.52,43.81,137.7,488.2,1026.48,6133.82,337.99,56.33,682.23,7554.62,2,0,1,0,0
"Bricktownship","NJ",1,66473,2.66,0.63,97.81,0.83,2.58,12.06,23.58,10.75,15.97,100,38742,73.79,0.39,48.04,34.09,3.6,22.5,44680,16562,9763,14924,17930,14351,13815,3.74,5.59,20.23,16.51,5.55,60.08,12.53,21.8,11.95,24.31,6.22,25.37,9,3.1,84.22,82.61,92.92,84.33,54.19,64.45,1.03,5.52,11.78,14.11,16.69,0.26,0.56,0.66,0.79,92.48,0.85,4.06,3.08,2.65,2.69,2.46,83.83,1.31,44.45,3,3878,86.55,82.54,0.72,60.24,1972,0.67,0.16,133100,604,721,32.6,25.7,17.4,17,0,4.71,71.99,61.13,77.21,94.05,27.2,2441,1.75,2.92,13.15,40.9,74.5,606.2,1773.32,143.15,20.45,131.47,2543.12,3,0,0,1,0
"LagunaBeachcity","CA",1,23170,2.09,0.7,95.77,1.74,6.86,8.08,20.23,9.15,12.36,100,53419,75.85,1.49,57.16,19.88,2.75,13.14,70219,40887,28939,22538,48414,20261,15271,6.14,2.39,5.87,49.02,1.84,72.93,10.39,29.52,3.13,48.8,14.7,37.11,19.21,2.65,76.69,74.71,93.62,80.52,68.23,70.85,0.3,17.67,20.76,26.83,31.89,1.97,2.32,3,3.56,88.52,2.03,2.54,1.37,2.08,2.23,1.84,64.34,2.34,59.3,2,1759,86.31,59.78,0.57,15.52,1960,0.39,0.44,471300,859,879,27.9,25.4,11.8,6,50,11.17,41.06,44.53,76.43,88.97,9,2575.6,1.97,0,20.8,91.5,682.11,1713.6,3635.15,578.13,12.48,794.41,5939.36,4,0,0,0,1
"Robstowncity","TX",1,12849,3.59,1.85,62.03,0.19,91.07,18.8,30.03,14.87,10.44,0,16180,69.32,1.59,13.09,32.32,24.32,9.2,18788,6694,5575,0,0,4040,5022,37.04,42.31,61.8,6.31,12.26,44.19,16.67,21.07,22.14,14.35,8.53,30.36,12.4,3.96,72.16,61.18,76.35,72.71,39.62,44.65,3.45,0,3.26,6.83,20.96,0,0.16,0.34,1.05,15.13,14.64,18.52,15.67,3.56,3.53,3.63,68.41,20.25,50.24,2,554,86.6,68.98,25.81,75.63,1960,17.21,3.15,30700,179,265,28.7,21.4,14,0,0,4.97,92.04,69.4,95.85,99.9,9.6,1345.2,1.23,7.38,7.38,22.15,383.99,2230.1,2392.56,413.53,59.08,420.9,5095.27,2,0,1,0,0
"Wyomingcity","MI",1,63891,2.64,2.72,93.52,1.49,3.5,13.2,30.39,13.67,9.04,100,31103,84.33,0.45,41.08,21.77,4.69,13.42,35161,13449,11422,11847,7932,11198,10078,7.07,6.7,21.43,13.17,5.13,70.23,29.39,17,23.93,18.35,9.7,28.4,12.84,3.15,76.5,75.93,83.36,74.53,68.58,74.84,2.5,7.98,16.5,19.82,26.68,0.28,0.58,0.69,0.93,94.47,0.95,4.93,3.49,2.63,2.85,2.18,73.05,2.55,48.64,3,888,96.46,67.43,0.79,19.26,1962,1.71,0.09,57700,397,429,23,17.8,12.7,0,0,3.49,81.96,53.39,85.47,94.03,25.2,2539,0.59,1.55,49.41,180.07,377.21,970.18,3469.37,409.8,20.18,608.24,4869.53,1,1,0,0,0
"Hastingscity","MN",1,15440,2.86,0.31,98.63,0.64,0.49,13.92,27.4,12.29,8.39,0,36091,84.9,0.81,47.33,22.69,3.41,12.51,41312,14580,6426,4444,7238,1043,7344,5,7.84,18.63,16.75,5.18,69.13,24.87,21.76,18.97,19.55,8.72,29.13,10.57,3.22,79.12,79.48,92.03,76.62,75.41,80.26,1.42,25.32,25.32,32.91,32.91,0.26,0.26,0.34,0.34,96.83,0.61,4.2,3.17,2.76,2.98,2.17,78.24,1.63,37.23,3,144,97.4,72.34,0.69,20.83,1968,1.44,0.22,83700,408,442,27.2,20.9,11.3,0,0,1.02,76.9,51.79,80.72,91.57,9.4,1641.9,1.69,0,16.13,12.1,96.82,726.17,2232.98,242.06,6.05,125.05,3207.26,1,1,0,0,0
"Paragouldcity","AR",1,18540,2.49,0.09,99.39,0.18,0.51,14.13,25.52,12.37,15.18,0,19985,69.56,1.62,33.14,34.55,8.77,12.6,24252,10448,10101,10092,0,7652,9321,18.82,20.78,39.87,11.26,7.01,55.48,33.52,19.75,27.97,17.54,11.78,19.43,13.59,2.92,76.53,72.93,77.38,75.02,69.52,73.04,0.67,0,0,0,0,0,0,0,0,98.98,0.28,2.28,1.67,2.44,2.49,2.34,68.9,1.88,43.88,3,472,94.03,67.53,4.66,35.38,1972,10.95,0.51,41800,216,280,26,17.5,12.3,7,0,0.26,73.8,52.41,83.68,89.62,30.1,616.9,0.23,4.65,41.81,9.29,37.16,622.47,2331.96,162.59,4.65,92.91,3121.67,2,0,1,0,0
"BeverlyHillscity","CA",1,31971,2.2,1.7,91.28,5.46,5.4,11.38,22.12,10.53,17.88,100,54348,73,0.56,55.83,28,3.47,9.02,83272,57381,30294,13326,39787,27395,28719,6.6,3.6,10.57,46.95,3.8,60.76,8.37,28.42,1.37,51.85,8.33,32.58,15.23,2.87,75.73,77.69,90.56,81.23,49.3,55.66,1.04,13.57,22.29,31.93,41.76,4.73,7.76,11.12,14.54,64.34,4.86,4.05,2.25,2.19,2.71,1.78,54.32,3.27,61.04,2,1159,92.63,43.85,1.38,31.23,1949,0.4,0.2,500001,902,925,29.5,24,12.9,0,5,34.82,26.78,52.74,82.67,85.41,5.9,5437.2,4.31,3,24.03,843.97,216.25,1417.63,5271.06,663.76,42.05,1087.25,7394.5,4,0,0,0,1
"UniversityHeightscity","OH",1,14790,2.87,16.34,81.75,1.53,1,20.62,30.27,20.39,14.02,100,43376,76.55,0.61,65.12,33.47,2.47,12.64,51327,19456,16183,10271,14356,4675,12395,2.9,3.26,9.16,47,4.65,60.44,10.93,42.35,4.23,44.99,4.4,36.71,7.76,2.99,83.94,83.27,88.68,79.48,68.29,75.55,2.22,7.16,12.29,17.41,20.7,0.74,1.26,1.79,2.13,88.61,0.8,3.36,2.43,2.5,2.71,1.8,83.68,0.56,22.15,3,135,97.45,77.25,0,42.96,1948,0.21,0,90400,482,559,27.5,18.9,13.5,0,0,10.29,62.7,53.8,78.85,86.92,1.9,7812.2,5.81,0,13.97,97.77,125.71,432.99,1298.97,216.5,0,237.45,1948.46,1,1,0,0,0
"Marioncity","OH",1,34075,2.59,4.22,94.72,0.45,0.85,14.23,26.63,12.85,11.68,0,22439,72.65,0.66,31.66,30.89,12.41,16.99,27049,10499,7185,10716,12381,7082,7572,16.85,9.68,30.32,9.41,10.98,55.48,26.25,20.37,22.82,17.85,13.31,24.01,15.71,3.1,70.49,66.69,77.23,76.39,58.27,66.36,2.97,0,13.67,16.02,31.64,0,0.1,0.12,0.24,97.7,0.24,4.6,3.24,2.56,2.63,2.45,63.17,1.68,40.38,3,1064,92.53,61.48,3.38,57.42,1945,12.2,0.81,34500,232,337,25.6,16.3,12.9,4,0,0.75,81.01,53.95,85.45,93.41,8.3,4102.3,1.01,2.88,46.03,106.44,57.53,1688.58,4409.86,296.29,8.63,212.88,6403.36,1,1,0,0,0
"Toledocity","OH",1,332943,2.54,19.7,76.96,1.05,3.97,14.78,28.65,14.52,12.25,100,24819,71.86,0.36,36.37,28.93,12.29,18.44,30980,13077,7722,9450,12415,7272,7817,19.09,8.57,26.84,14.06,9.92,55.56,19.58,26.72,18.52,22.88,11.86,34.15,15.15,3.13,62.64,58.92,68.72,65.53,57.77,66.3,6,19.16,27.39,32.16,37.1,0.53,0.76,0.89,1.03,93.15,0.8,5.59,3.65,2.5,2.64,2.28,64.11,1.95,47.33,3,11242,92.09,60.65,13.37,48.67,1951,5.49,0.34,48900,286,378,27.2,17,13.9,260,12,2.78,76.14,56.77,88,93.19,83.5,3988.5,3,13.89,110.19,492.02,368.86,1698.29,4707.51,1394.26,110.19,984.96,7910.25,1,1,0,0,0
"Philadelphiacity","PA",1,1585577,2.63,39.86,53.52,2.74,5.63,13.92,28.02,14.12,13.74,100,24603,70.12,0.35,32.15,31.63,13.98,18.2,30140,15027,9061,10146,8285,5083,6053,20.27,11.29,35.69,15.22,9.62,52.77,13.58,29.55,14.13,24.81,10.62,42.11,14.12,3.26,53.45,47.22,62.33,56.66,54.09,62.23,11.53,16.38,24.3,33.12,42.58,1.08,1.61,2.19,2.81,86.31,2.63,8.48,5.42,2.56,2.75,2.25,66.55,4.69,42.28,3,71824,89.36,61.95,21.96,59.26,1939,4.25,0.88,49400,358,452,29.8,19.3,14.8,3416,1069,6.61,73.58,64.33,88.86,92.65,140,11326,29.31,28.7,51.31,753.74,445.86,988.14,2561.1,1554.73,149.17,1279.61,5253.14,3,0,0,1,0
"Newtoncity","MA",1,82585,2.8,2.08,92.78,4.55,1.98,14.34,28.52,15.99,12.95,100,59719,81.14,0.99,66.23,25.85,2.91,14.43,70071,29657,20516,7731,17833,6712,18081,4.33,3.72,8.34,57.22,3.94,67.36,10.61,42.62,4.03,52.32,4.92,38.4,7.62,3.05,84.76,84.77,94.31,84.44,66.66,74.67,0.7,16.03,21.86,26.53,31.9,2.09,2.85,3.46,4.16,84.82,1.63,4.02,2.87,2.6,2.79,2.19,73.79,0.84,33.82,3,1042,96.58,68.91,0.29,38.58,1939,0.37,0.27,293400,809,884,25.2,20.9,13.1,196,0,13.03,55.34,60.43,75.1,85.9,18.7,4413,12.27,1.17,12.82,31.46,210.9,558.12,1709.31,288.96,0,256.35,2556.39,3,0,0,1,0
"OrmondBeachcity","FL",1,29721,2.34,3.52,95.13,1.03,1.7,10.52,18.8,9.27,22.59,100,32704,64.97,0.48,54.7,41.16,4.52,26.5,37695,19228,8871,22920,23131,9044,19684,6.72,4.72,15.77,26.17,4.21,51.11,8.61,27.27,7.13,37.67,8.39,22.21,11.99,2.75,76.18,74.95,86.68,78.71,62.3,70.28,1.18,6.73,7.12,9.74,13.69,0.41,0.43,0.59,0.83,91.96,0.7,2.01,1.41,2.32,2.37,2.13,78.76,1.07,43.28,3,1487,89.52,76.93,0.81,27.37,1975,1.73,0.08,91500,449,544,28.3,21.8,12.7,0,0,6.05,22.65,46.85,70.75,77.44,26.1,1137.7,0.77,0,31.02,74.45,37.23,908.95,2940.9,241.97,0,142.7,4091.82,2,0,1,0,0
"Lynchburgcity","VA",1,66049,2.63,26.41,72.45,0.76,0.72,17.79,29.84,18.19,14.33,100,23726,72.25,0.63,39.06,35.02,7.54,17.2,30141,14721,7200,12833,6139,8400,7231,16.45,13.61,30.52,21.74,5.97,56.27,19.31,31.2,14.92,27.39,9.43,34.52,12.67,2.98,64,59.7,69.62,69.8,63.78,72.3,5.88,30.69,43.05,47.02,50.54,0.51,0.72,0.79,0.85,96.8,0.35,3.95,2.64,2.39,2.52,2.21,61.35,1.83,47.28,3,2090,92.33,58.2,4.31,40.48,1960,7.07,0.29,56900,272,346,24.7,16.9,12.6,47,0,1.68,70.07,52.6,73.84,86.06,51.2,1290.5,3.33,4.47,67,159.32,522.63,833.83,3448.48,273.97,74.45,753.42,4630.73,2,0,1,0,0
"Clintoncity","MS",1,21847,2.92,17.14,81.71,0.92,0.48,17.83,30.86,16.52,7.45,100,36770,87.63,1,42.8,18.35,3.8,14.75,42144,16374,6592,0,15987,10491,8881,9.48,4.37,13.22,38.29,3.37,70.5,9.57,32.53,7.43,35.55,6.55,30.77,11.35,3.21,76.53,74.47,81.25,77.03,63.43,76.48,3.9,39.85,53.98,53.98,58.35,0.71,0.96,0.96,1.04,96.28,0.35,3.92,3.04,2.78,2.95,2.41,72.5,2.99,33.11,3,427,94.61,68.26,0.94,26.7,1976,2.6,0.37,73400,350,438,25.6,18.1,12.3,0,0,1.78,70.21,46.9,75.27,88.08,24.7,885.5,0.24,8.76,0,61.34,52.58,740.51,1906.06,52.58,21.91,122.68,2721.06,2,0,1,0,0
"Andersoncity","SC",1,26184,2.49,34.26,65.09,0.31,0.53,14.9,26.78,14.23,17.55,100,19433,70.39,0.44,31.57,39.05,8.88,15.8,25523,13314,6284,6917,7901,7331,7658,19.89,18.33,37.36,16.96,7.46,54.48,26.9,24.72,21.73,22.1,10.91,33.31,14.14,3.03,56.04,49.67,64.92,59.42,67.84,76.59,7.89,16.48,19.78,23.08,23.08,0.11,0.14,0.16,0.16,97.25,0.44,5.24,3.37,2.36,2.37,2.36,52.36,3.97,57.54,2,994,91.36,52.26,2.41,49.4,1961,11.53,0.25,53100,229,327,24.6,20.6,13.5,12,6,0.7,76.1,50.04,83.54,91.1,12.8,2042.4,0.88,26.85,50.34,449.74,1322.37,1906.36,4098,459.81,10.07,1849.3,6474.24,2,0,1,0,0
"Mesquitecity","TX",1,101484,2.83,5.83,87.21,2.63,8.77,14.14,28.92,12.52,4.73,100,35934,89.64,0.85,34.13,13.22,4.08,9.17,40198,14509,11766,13014,12912,9852,10522,7.73,5.36,18.76,18.31,4.74,74.16,14.53,18.82,11.26,25.69,10.29,23.44,15.87,3.23,77.5,74.52,84.99,75.71,70.98,76.4,1.78,10.48,21.81,32.28,44.56,0.49,1.02,1.5,2.08,89.97,1.19,4.66,3.62,2.81,2.99,2.5,67.55,4.75,36.41,3,3395,91.35,63.45,5.24,40.27,1977,3.79,0.16,68700,397,469,24.3,21.3,12.7,0,4,4.66,67.97,43.88,83.76,92.25,44.4,2286.9,1.22,4.32,28.5,118.34,415.48,1300.69,4475.25,657.34,80.33,566.64,6513.61,2,0,1,0,0
"ParkForestvillage","IL",1,24656,2.7,24.63,73,1.13,3.12,13.67,26.55,11.62,9.97,100,36995,84.91,0.36,42.77,22.53,4.16,14.99,41144,16183,11041,17135,12511,8776,8651,4.89,5.02,13.06,24.93,4.94,67.87,14.73,28.66,11.49,30.45,8.64,31,16.2,3.14,71.03,70.17,84.99,73.42,67.92,75.25,3.72,4.68,11.4,16.21,21.73,0.16,0.39,0.55,0.73,93.73,0.67,4.83,3.55,2.65,2.7,2.53,70.95,1.63,44.74,3,323,96.58,69.66,0.31,16.1,1955,1.03,0.15,58800,397,479,22.7,18.7,11.4,0,0,3.38,70.72,57.89,85.21,94.8,5.1,4826.9,11.71,7.89,29.62,98.58,118.29,488.94,2062.22,445.57,15.77,254.38,3012.5,1,1,0,0,0
